slug,term_en,term_hi,source
bio11-ch7-muscular-tissue--skeletal--smooth-and-cardiac--b,skeletal muscle fibre,skeletal muscle fibre,en-final-raasikh
bio11-ch7-muscular-tissue--skeletal--smooth-and-cardiac--b,striation,striation,en-final-raasikh
bio11-ch7-muscular-tissue--skeletal--smooth-and-cardiac--b,nucleus,nucleus,en-final-raasikh
bio11-ch7-muscular-tissue--skeletal--smooth-and-cardiac--b,sarcolemma,sarcolemma,en-final-raasikh
bio11-ch7-muscular-tissue--skeletal--smooth-and-cardiac--b,smooth muscle fibre,smooth muscle fibre,en-final-raasikh
bio11-ch7-muscular-tissue--skeletal--smooth-and-cardiac--b,spindle shape,spindle shape,en-final-raasikh
bio11-ch7-muscular-tissue--skeletal--smooth-and-cardiac--b,cardiac muscle fibre,cardiac muscle fibre,en-final-raasikh
bio11-ch7-muscular-tissue--skeletal--smooth-and-cardiac--b,intercalated disc,intercalated disc,en-final-raasikh
bio11-ch7-muscular-tissue--skeletal--smooth-and-cardiac--b,branching,branching,en-final-raasikh
bio11-ch7-muscular-tissue--skeletal--smooth-and-cardiac--c,skeletal muscle fibre,skeletal muscle fibre,en-final-raasikh
bio11-ch7-muscular-tissue--skeletal--smooth-and-cardiac--c,striation,striation,en-final-raasikh
bio11-ch7-muscular-tissue--skeletal--smooth-and-cardiac--c,nucleus,nucleus,en-final-raasikh
bio11-ch7-muscular-tissue--skeletal--smooth-and-cardiac--c,sarcolemma,sarcolemma,en-final-raasikh
bio11-ch7-muscular-tissue--skeletal--smooth-and-cardiac--c,smooth muscle fibre,smooth muscle fibre,en-final-raasikh
bio11-ch7-muscular-tissue--skeletal--smooth-and-cardiac--c,spindle shape,spindle shape,en-final-raasikh
bio11-ch7-muscular-tissue--skeletal--smooth-and-cardiac--c,cardiac muscle fibre,cardiac muscle fibre,en-final-raasikh
bio11-ch7-muscular-tissue--skeletal--smooth-and-cardiac--c,intercalated disc,intercalated disc,en-final-raasikh
bio11-ch7-muscular-tissue--skeletal--smooth-and-cardiac--c,branching,branching,en-final-raasikh
